Layer 1: [0.6536458432674408, 0.7578125, 0.7369791567325592, 0.6536458432674408, 0.5885416567325592, 0.6015625, 0.7760416716337204, 0.796875, 0.8046875, 0.8697916716337204]
Layer 2: [0.6484375, 0.8489583283662796, 0.8385416716337204, 0.8125, 0.8645833283662796, 0.6927083432674408, 0.9010416641831398, 0.8333333283662796, 0.7265625, 0.8880208358168602]
Layer 3: [0.7942708283662796, 0.8723958283662796, 0.8828125, 0.8151041716337204, 0.9036458358168602, 0.9114583358168602, 0.973958333954215, 0.9505208320915699, 0.9453125, 0.9869791669771075]
Layer 4: [0.6822916567325592, 0.7760416716337204, 0.8723958283662796, 0.9244791641831398, 0.9140625, 0.9166666641831398, 0.9322916641831398, 0.9609375, 0.9036458358168602, 1.0]
Layer 5: [1.0, 1.018229166045785, 1.04427083209157, 1.0833333358168602, 1.0885416641831398, 1.1171875, 1.0546875, 1.0625, 1.0651041641831398, 1.0755208358168602]
Layer 6: [0.921875, 0.9375, 0.9765625, 0.9765625, 0.9557291679084301, 0.96875, 0.921875, 0.9609375, 0.9557291679084301, 0.979166666045785]
Layer 7: [0.5963541567325592, 0.6458333432674408, 0.6901041567325592, 0.7135416567325592, 0.7734375, 0.6640625, 0.625, 0.7708333283662796, 0.7083333432674408, 0.6927083432674408]
Layer 8: [0.8854166641831398, 0.8723958283662796, 0.8932291641831398, 0.9296875, 0.9192708358168602, 0.9114583358168602, 0.8854166641831398, 0.9140625, 0.9322916641831398, 0.953125]
Layer 9: [0.5598958432674408, 0.7317708432674408, 0.7708333283662796, 0.7057291567325592, 0.8046875, 0.7604166716337204, 0.8932291641831398, 0.9322916641831398, 0.84375, 0.971354166045785]
Layer 10: [0.7083333432674408, 0.8463541716337204, 0.8333333283662796, 0.8515625, 0.8567708283662796, 0.8567708283662796, 0.8828125, 0.8958333358168602, 0.8828125, 0.9166666641831398]
Layer 11: [0.625, 0.8229166716337204, 0.8854166641831398, 0.9557291679084301, 0.9348958358168602, 0.8958333358168602, 0.9088541641831398, 0.9270833358168602, 0.953125, 0.971354166045785]
Layer 12: [0.7473958432674408, 0.8541666716337204, 0.8177083283662796, 0.84375, 0.8958333358168602, 0.9036458358168602, 0.9166666641831398, 0.9036458358168602, 0.8984375, 0.9401041679084301]
